"","degree","eigenvector","betweenness","closeness",""
"POFUT1","119","0.681896465372946","5.77380938400042","0.000644329896907216","Module_9"
"MANEAL","104","0.577580638231682","4.65331288057044","0.000625","Module_9"
"DPF1","113","0.59252296185771","48.9159769998144","0.000646412411118293","Module_9"
"MCM5","46","0.209520483553627","19.7636308589289","0.000584795321637427","Module_9"
"CABLES2","115","0.626264960825976","10.3036941127673","0.000635727908455181","Module_9"
"ACACB","122","0.69729511894106","6.53645502619733","0.000645577792123951","Module_9"
"DSP","100","0.00385229091795206","321.767778778463","0.000657030223390276","Module_10"
"CSGALNACT1","98","0.00379792496537098","287.828772987493","0.000656598818122127","Module_10"
"CDH6","129","0.00430622466849269","905.012571575002","0.000679347826086957","Module_10"
"TRPC6","49","0.0074272615342061","299.401045716176","0.000685400959561343","Module_10"
"ANKLE2","80","0.00351438563276526","116.396878709503","0.000645161290322581","Module_10"
"CHST11","50","0.00284698364799417","53.0293921673198","0.000618046971569839","Module_10"
"CCN2","84","0.00344746370654402","327.495500142257","0.000642260757867694","Module_10"
"CREB3L2","85","0.011289808606294","3526.10370761831","0.000720461095100865","Module_10"
"SIRPA","110","0.00403724682720801","549.243681243873","0.000663129973474801","Module_10"
"SMOC1","81","0.00352041570000559","116.110758909036","0.00064143681847338","Module_10"
"B4GALT1","46","0.0104900772062675","398.896553738411","0.000715307582260372","Module_10"
"FLRT2","67","0.0464652639180358","2491.22043466194","0.000728862973760933","Module_10"
"BHLHE40","119","0.00412153223834648","625.816643775154","0.000669792364367046","Module_10"
"AKAP12","75","0.00277935682480197","567.489903960004","0.000632511068943707","Module_10"
"NOX4","54","0.00455751540463518","674.47647605728","0.000695410292072323","Module_10"
"ADAM19","41","0.00435149297393275","61.8337524049985","0.00067842605156038","Module_10"
"F3","93","0.00373547863164836","248.336509293771","0.00065359477124183","Module_10"
"KCNH1","103","0.00390296330471262","373.435356914098","0.000658327847267939","Module_10"
"TFPI2","82","0.00356139063771787","137.340670070618","0.000646412411118293","Module_10"
"MYOCD","99","0.00319943954967288","656.901015864678","0.000648508430609598","Module_10"
"EDN1","63","0.00255002212558544","390.982497872047","0.000620347394540943","Module_10"
"IL11","103","0.00233221618127716","310.461206675851","0.000638977635782748","Module_10"
"PCNX1","75","0.0764102856933137","4511.3324549166","0.000739644970414201","Module_10"
"TCF7","53","0.0029902623992227","30.8658801178946","0.000626174076393237","Module_10"
"DCBLD1","47","0.00739520177233782","212.174457138887","0.000683994528043776","Module_10"
"CRISPLD2","80","0.00224377452364323","611.198770113838","0.000629722921914358","Module_10"
"S1PR1","42","0.0104262376748291","260.743603596535","0.000710732054015636","Module_10"
"TIMP3","38","0.00492955206723171","116.198276586707","0.000683994528043776","Module_10"
"COL4A1","55","0.0414284659247807","1507.97337333864","0.000725163161711385","Module_10"
"ATP2A2","40","0.0114216949121842","212.753030521749","0.000702740688685875","Module_10"
"SLC22A23","57","0.00303844334224529","42.9386411162798","0.000628140703517588","Module_10"
"ABHD2","81","0.00630506377194452","659.065319460419","0.000707213578500707","Module_10"
"SIRPB1","78","0.00345555701917097","136.563222592125","0.000645161290322581","Module_10"
"HIVEP2","69","0.064051427231439","3264.02583852234","0.000724112961622013","Module_10"
"PTGS2","54","0.00742451476407588","1331.57998907785","0.000688231245698555","Module_10"
"TEX2","49","0.00351571026030233","61.338936989643","0.000646830530401035","Module_10"
"CSTF2T","46","0.0129167297801624","484.953917882911","0.000700770847932726","Module_10"
"UCK2","57","0.00194778085661851","253.087362363601","0.000606428138265616","Module_10"
"PRSS23","79","0.00612559129317093","476.111451915551","0.000681663258350375","Module_10"
"KLF7","91","0.00324826574045459","399.556808493341","0.000650618087182824","Module_10"
"VARS1","94","0.00123990665595266","314.264520048161","0.0006265664160401","Module_11"
"PPP1R12C","100","0.00141267086706867","234.471471868146","0.000630517023959647","Module_11"
"GNA11","82","0.00147486918400814","3730.41912162914","0.000660501981505945","Module_11"
"SRM","96","0.00122126712632616","568.834414258966","0.000627352572145546","Module_11"
"ARF1","90","0.00119027811320479","127.988715906547","0.000625","Module_11"
"BCAR1","93","0.0011255287560753","341.850523162193","0.000617665225447807","Module_11"
"AP1M1","109","0.00147723057552674","344.191771567063","0.000634115409004439","Module_11"
"MRPL4","86","0.00114288389629951","128.845621053173","0.000616142945163278","Module_11"
"PGP","90","0.00126495341009922","102.42275642187","0.000625390869293308","Module_11"
"PLCB3","111","0.00166944875737463","146.84626695501","0.000636132315521629","Module_11"
"IMPDH1","72","0.00112694792755453","1193.92912899688","0.000647668393782383","Module_11"
"AACS","113","0.00170308429936831","44.0502842700845","0.00061012812690665","Module_11"
"CNN2","81","0.00159654629677172","3352.18084603593","0.000672947510094213","Module_11"
"FARSA","92","0.00136175152203306","132.596878912047","0.000601322910402886","Module_11"
"PSMG4","85","0.00117125647237182","58.9492068011489","0.000623052959501558","Module_11"
"BOP1","23","0.00163610101226599","1838.90132013602","0.000653167864141084","Module_11"
"DHX30","59","0.00106165939869159","1050.24098944663","0.000644329896907216","Module_11"
"TRIM11","64","0.000879878761081711","19.8883534891914","0.000602409638554217","Module_11"
"ALDH16A1","87","0.00130600388644099","11.085591861145","0.000599161174355902","Module_11"
"MFN2","95","0.00150061265080105","13.9467924338276","0.00060313630880579","Module_11"
"ATAD3C","17","0.00160177597473424","1050.92267402877","0.000654878847413229","Module_11"
"SIVA1","40","0.000706184380920699","430.12277020753","0.000628535512256443","Module_11"
"GTPBP1","61","0.00111877499077462","1091.13903608339","0.000646830530401035","Module_11"
"CCDC9","60","0.00103362609368395","812.66310423328","0.000641848523748395","Module_11"
"CNP","19","0.0310305670106525","6406.61900158349","0.000668449197860963","Module_11"
"ATAD3B","21","0.0401902113272639","7980.31711708569","0.000677506775067751","Module_11"
"KLF16","73","0.00107560483295668","66.5154463893416","0.000593119810201661","Module_11"
"SMTN","38","0.000777800327974741","556.236184685195","0.000633312222925902","Module_11"
"SMARCA4","30","0.00177024578869277","5588.09557719405","0.000664010624169987","Module_11"
"CNOT3","56","0.000815709289956578","0","0.000567536889897843","Module_11"
"MBD3","17","0.000602091142003648","166.541967266296","0.000612745098039216","Module_11"
"THOP1","46","0.15183046073901","8494.41931151756","0.000678886625933469","Module_11"
"KIAA2013","56","0.000797306415182863","12.3929786258404","0.000595947556615018","Module_11"
"ALKBH5","86","0.00141593616864058","5.67401167172337","0.000598802395209581","Module_11"
"PREB","83","0.00137126207234727","4.91502098303151","0.000597728631201434","Module_11"
"PRADC1","69","0.00106698777773044","0.88219059033425","0.000591016548463357","Module_11"
"TTLL12","59","0.000749230878784421","637.884882475111","0.000557103064066852","Module_11"
"MTA1","56","0.000815709289956617","0","0.000567536889897843","Module_11"
"C19orf25","49","0.000682842812827575","14.3957504207895","0.00058411214953271","Module_11"
"APBA3","60","0.000855893028955156","0.153056474146937","0.000568828213879408","Module_11"
"CBARP","141","0.0022629886637759","144.35916521145","0.000602046959662854","Module_12"
"CHMP1B","130","0.00208847856916645","119.384015625495","0.000595592614651578","Module_12"
"DACT1","129","0.00214743598171905","392.841885141911","0.000643915003219575","Module_12"
"TNFRSF1B","124","0.00196456438982294","70.0467956275739","0.000593119810201661","Module_12"
"INHBA","137","0.00226895688595646","144.621959103651","0.000639386189258312","Module_12"
"STC1","128","0.00205781455189702","92.1178531972219","0.000597014925373134","Module_12"
"PMEPA1","147","0.00258766013909303","277.664655388946","0.000645577792123951","Module_12"
"IL1R1","89","0.00137372422162608","264.733811402848","0.00061576354679803","Module_12"
"PRPSAP1","70","0.000989818621773287","90.4074617866145","0.000602772754671489","Module_12"
"TMEM120B","129","0.00212354408841558","75.9196413206015","0.000595238095238095","Module_12"
"SOX4","61","0.000807344616026127","73.8181226305716","0.000599161174355902","Module_12"
"CBLB","111","0.00168360236680774","415.844652083904","0.000625782227784731","Module_12"
"RASD2","136","0.00228468867993217","149.69056271277","0.000641025641025641","Module_12"
"ETS2","57","0.000667726419157567","76.3560610765364","0.000586854460093897","Module_12"
"NR4A3","111","0.00167746220585973","442.877978179547","0.000625782227784731","Module_12"
"SLC16A6","66","0.000849048303856904","105.564114071255","0.000592417061611374","Module_12"
"CREM","54","0.000607310403102753","68.219270142418","0.000585480093676815","Module_12"
"NFATC2","116","0.00178713204110041","159.631811544881","0.000585823081429408","Module_12"
"MAFK","135","0.00224771411123691","75.8158917789869","0.000598444045481747","Module_12"
"PITX2","76","0.00113263432558606","23.5964787520272","0.000552181115405853","Module_12"
"MSC","119","0.00186737771674596","62.9673873212842","0.000586854460093897","Module_12"
"NEDD9","67","0.000921063217045064","80.2886065062335","0.000601684717208183","Module_12"
"LIF","109","0.00178489811358865","100.385991652119","0.000586510263929619","Module_12"
"NGF","126","0.00201468719252055","86.8314286723168","0.0005941770647653","Module_12"
"PDGFA","116","0.00180496273654556","67.1718575134673","0.000585480093676815","Module_12"
"PPP1R3C","129","0.00208350124565447","122.14665276659","0.000596658711217184","Module_12"
"IL4R","127","0.00204296050284549","87.576333080037","0.000594530321046373","Module_12"
"SPHK1","127","0.00203732214975415","89.4105870660587","0.000594530321046373","Module_12"
"KLHL26","125","0.00199794455309871","78.8047147068425","0.000593824228028504","Module_12"
"MAP3K4","57","0.000755010048812554","78.6528520503597","0.000582072176949942","Module_12"
"SSBP3","118","0.00186418326673343","54.2616508753714","0.000586510263929619","Module_12"
"NKX3-1","67","0.00106334095197058","121.294996873662","0.000591715976331361","Module_12"
"SHROOM2","123","0.00197650172450371","65.5514152038312","0.000593119810201661","Module_12"
"NHS","88","0.00136759637121218","34.0847895522467","0.000556483027267668","Module_12"
"NFATC1","119","0.0018625771739686","69.6935677885025","0.000586854460093897","Module_12"
"F2RL1","78","0.00117165504751597","24.2446337851102","0.000552181115405853","Module_12"
"TENT5A","63","0.000812063811374188","98.9623483734469","0.000591016548463357","Module_12"
"MECOM","51","0.000580745532595547","101.229631207359","0.000578703703703704","Module_12"
"PITPNC1","121","0.00191179950596896","64.5697772929916","0.000591016548463357","Module_12"
"NR4A2","44","0.000514413545103346","1.40452194018782","0.000520020800832033","Module_12"
"CHRM2","112","0.00233221609949564","158.955148436549","0.00065402223675605","Module_13"
"CPED1","115","0.00353285368147899","1118.98381507425","0.000672043010752688","Module_13"
"DSEL","96","0.0062682983643422","1950.11864336475","0.000691085003455425","Module_13"
"SNX18","114","0.00300688791372977","786.120517936838","0.000670690811535882","Module_13"
"PRRX1","109","0.00230590362590905","114.673388208187","0.000652741514360313","Module_13"
"PRKCA","113","0.00240568963410629","273.119867269465","0.000654450261780105","Module_13"
"CPEB2","76","0.00457773685878968","820.361546735515","0.000680272108843537","Module_13"
"IGF2BP3","66","0.0454244808538738","10007.3909029357","0.000735835172921266","Module_13"
"NRP1","110","0.00232223634807116","117.022630221473","0.00065359477124183","Module_13"
"CCDC50","103","0.001963048366365","59.3170002794241","0.0006265664160401","Module_13"
"CAMK2D","54","0.00798916294654364","3248.48364781015","0.000706713780918728","Module_13"
"CDC42EP3","106","0.00196503211429838","44.9050330361977","0.000627352572145546","Module_13"
"PCDH18","66","0.00410903614093057","486.977013133953","0.000675675675675676","Module_13"
"FGD4","61","0.00146524276834185","130.015892410045","0.000619195046439629","Module_13"
"ELK3","36","0.00286358533281282","139.864581445086","0.00065359477124183","Module_13"
"DENND10P1","98","0.00184081915639737","39.5653902689834","0.000623830318153462","Module_13"
"CDC42EP3P1","78","0.00306887927533724","456.509719063252","0.000681663258350375","Module_13"
"LIX1L","90","0.00168967994515987","1.76812348815875","0.000591016548463357","Module_13"
"PRKAR1AP1","92","0.00257775322392407","329.805822913676","0.000661813368630046","Module_13"
"TBCK","76","0.00234263743099183","176.082637283868","0.000650195058517555","Module_13"
"VCPIP1","52","0.0848023849893612","1408.42544273941","0.000701262272089762","Module_13"
"NBEA","81","0.00311824152211557","637.257787374149","0.000685400959561343","Module_13"
"LINC00674","91","0.00256207925284857","297.026185461369","0.000658761528326746","Module_13"
"WASF3","13","0.000580151672969918","1.04121313590236","0.000562429696287964","Module_13"
"WDR19","90","0.00167438159588892","0.789105812840501","0.000591715976331361","Module_13"
"SNAI2","88","0.00164397400933393","0.778236247623109","0.000591016548463357","Module_13"
"PLAG1","48","0.0846733992669601","694.435482285438","0.000698812019566737","Module_13"
"SEC22B3P","13","0.00548831687751693","19.250025613509","0.000637348629700446","Module_13"
"SEC22B2P","13","0.00548831687751692","19.250025613509","0.000637348629700446","Module_13"
"FMN2","84","0.00153479010727374","0","0.00057372346528973","Module_13"
"PPP1R21","87","0.00163044369027364","0.653337127179239","0.000589622641509434","Module_13"
"SATB1","82","0.00150505431763639","0","0.000572409845449342","Module_13"
"RUNX2","4","0.000111665168272327","0","0.000520562207183758","Module_13"
"FNIP1","36","0.0635202549833719","179.176589975845","0.000672947510094213","Module_13"
"NPEPPS","14","0.00548176997099033","116.275253249986","0.000638569604086846","Module_13"
"PDPK1","12","0.007171627138201","36.6035282069107","0.000641848523748395","Module_13"
"MTCO1P2","80","0.00146285933406076","0","0.000560538116591928","Module_13"
"ARL2BP","90","0.00170685170779113","1.10383562537285","0.000593119810201661","Module_13"
"YWHAG","87","0.454402204820548","8.13245815618742","0.000610873549175321","Module_13"
"NOP56","97","0.528572626728312","10.9279363844368","0.000617665225447807","Module_13"
"KRTAP2-4","11","5.42072064450541e-05","13.8390740453274","0.000497017892644135","Module_14"
"KRTAP2-2","12","7.00833995513252e-05","20.1528672221531","0.000500751126690035","Module_14"
"KRTAP2-1","12","7.00833995513252e-05","20.1528672221531","0.000500751126690035","Module_14"
"KRTAP2-3","7","1.37154464197021e-05","0.339095336534608","0.000434593654932638","Module_14"
"FOSL1P1","37","0.000455622738248097","305.005226122052","0.000548245614035088","Module_14"
"FOSL1","6","9.33824967067125e-06","0","0.000427350427350427","Module_14"
"PRAG1","0","0","0","NaN","Module_14"
"FZD2","42","0.000705982764263353","0","0.00053134962805526","Module_14"
"BCAR3","63","0.00111674555627292","0.292968525091397","0.000553403431101273","Module_14"
"SEC14L1","78","0.00139924095069362","0.77215698815113","0.000558971492453885","Module_14"
"NAMPT","30","0.145750020486376","1753.67155580744","0.00066006600660066","Module_14"
"CTH","20","0.00187000316437017","3477.48469948718","0.000628930817610063","Module_14"
"NAMPTP1","24","0.121529101009144","1513.55329500483","0.000649350649350649","Module_14"
"OSR1","45","0.000666677951849335","178.978446093589","0.000526592943654555","Module_14"
"PRDM1","19","0.000126851994819018","95.8435537385401","0.000533049040511727","Module_14"
"PTPRE","41","0.000486537278003292","20.8470857004981","0.000570776255707763","Module_14"
"AGFG2","54","0.000799807441708653","0","0.000566893424036281","Module_14"
"DVL2","5","3.98134696374408e-05","0","0.000471475719000471","Module_14"
"MVK","0","0","0","NaN","Module_14"
"AREG","3","1.38754032721374e-05","0","0.000470145745181006","Module_14"
"FZD7","0","0","0","NaN","Module_14"
"RYBP","86","0.369954435466496","14.3107143508476","0.000668449197860963","Module_14"
"FOSB","16","0.00010259126538804","83.6472132611734","0.000532197977647685","Module_14"
"ATP8B1","2","8.17590490389283e-05","0","0.00043010752688172","Module_14"
"TMEM87A","21","0.0847407379320543","0.437941875142998","0.000620732464307883","Module_14"
"TRAK1","79","0.00145018408964446","0.205874099041065","0.000558971492453885","Module_14"
"FRY","2","8.17590490389295e-05","0","0.00043010752688172","Module_14"
"NR3C2","16","0.000292733994836039","0","0.000515463917525773","Module_14"
"JCAD","66","0.00116159667699918","0.302653492707828","0.000554323725055432","Module_14"
"GRB10","0","0","0","NaN","Module_14"
"RBMS2P1","0","0","0","NaN","Module_14"
"AMMECR1L","0","0","0","NaN","Module_14"
"CBX7","0","0","0","NaN","Module_14"
"ZFAND5","73","0.361672537392531","0.815905950791931","0.000634517766497462","Module_14"
"ACVR1B","40","0.000678452239864105","0","0.000525210084033613","Module_14"
"MAMSTR","73","0.00121852000077967","1.0485830897594","0.000556483027267668","Module_14"
"ELMO2","61","0.00102206312163761","0.256437261089719","0.000552181115405853","Module_14"
"RIPK2","8","5.45360108393298e-05","0","0.000474833808167142","Module_14"
"PIK3R1","24","0.000236993244416419","0.0405192761605035","0.000509424350483953","Module_14"
"SASH1","5","0.0122889619898298","1100","0.000563380281690141","Module_14"
