"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"DACT3",0.687040996835416,8.1579812682766,8.45349538100827,3.34737656657143e-13,1.22192261246358e-12,18.8862143063475
"KIAA0319",1.02302156225625,5.19628650161702,8.45310310537821,3.35379691789662e-13,1.22404490404896e-12,18.8843072596593
"FIRRE",0.687860083091666,4.25710948162766,8.45283718108755,3.35815626713884e-13,1.22541435436021e-12,18.8830144765777
"LINC01192",1.10834754921562,4.1274161812234,8.45061444411726,3.3948157393826e-13,1.23856771634055e-12,18.8722089274163
"CCDC63",-0.385722189860417,4.77056898954255,-8.45046120654955,3.39735773286794e-13,1.23927112095561e-12,18.8714639972951
"TAF13",-1.12325591776666,8.95266528029787,-8.45023606142273,3.40109601409901e-13,1.24041056835129e-12,18.8703695080856
"TM7SF2",-1.10797579517292,8.49131607457447,-8.44943028820603,3.41450861254062e-13,1.24507727781224e-12,18.8664524674714
"NANP",0.851591625531253,7.53086982080851,8.44928928577371,3.41686110284516e-13,1.24571003682666e-12,18.8657670290181
"LMO4",-0.888941809197917,6.47346946480851,-8.44893126992565,3.42284151820662e-13,1.24766498757385e-12,18.8640266560604
"TBC1D5",-0.753672672577084,8.71783574667021,-8.44581008451331,3.47542298226539e-13,1.26660278170932e-12,18.8488545042601
"JUP",-1.25958024812916,11.0322574928511,-8.44532463739895,3.48367320223425e-13,1.26938032570309e-12,18.8464948053184
"NOSIP",0.628835088016666,8.47153183111702,8.44366525873731,3.51202225869281e-13,1.27947915608659e-12,18.8384289120914
"SH3BGRL2",-1.09206167800416,8.22447643367021,-8.44200941991509,3.54054014597363e-13,1.28963583768608e-12,18.8303804463006
"HS6ST1",-0.514354163430211,5.9177991622234,-8.44084929979666,3.56065791136456e-13,1.29652775796538e-12,18.8247416311779
"LETM2",0.462099307658331,4.18243882181915,8.44084424266883,3.56074585661305e-13,1.29652775796538e-12,18.8247170510223
"SDCCAG8",1.13093181470416,7.16870590410638,8.44071412288567,3.56300943085336e-13,1.29711795351575e-12,18.824084604892
"LOC101928963",0.814930024494789,4.74373612754255,8.44019837242941,3.571995591515e-13,1.3001548606591e-12,18.8215778175134
"FAM220A",-0.771594164905208,9.54539047778723,-8.44005814260917,3.57444278640798e-13,1.30081101258695e-12,18.8208962390037
"TEX264",-0.911363630911458,7.47217583830851,-8.43905972915443,3.59191480884499e-13,1.30693377658047e-12,18.8160435570879
"TRABD2B",-0.402752480930209,4.54892917496808,-8.43642019317933,3.63851740114532e-13,1.32349653091321e-12,18.8032147629937
"MAP1A",-0.963394869718748,7.36265310493617,-8.43640729536686,3.63874659368648e-13,1.32349653091321e-12,18.8031520778382
"ZNF771",-0.398523947281251,4.08617374946809,-8.43580314720207,3.64949837808055e-13,1.32716803179819e-12,18.8002158491693
"ERGIC2",-0.685053339439585,5.89442050540426,-8.43567389316512,3.65180277136535e-13,1.32776680480034e-12,18.7995876637198
"POM121L8P",0.830753694008334,4.27287749178723,8.43423292198692,3.67759145073271e-13,1.33690252611921e-12,18.792584514875
"GFM1",-0.938799008904166,8.11200916896808,-8.43406147493724,3.6806718569119e-13,1.33778138102022e-12,18.7917512899968
"CCDC189",0.907722182963538,5.41383850023404,8.43233799845265,3.71178102013343e-13,1.34884545065454e-12,18.7833754052574
"RSKR",0.912398975896874,5.1398109767234,8.4311305415408,3.73373196111026e-13,1.35657807688728e-12,18.7775074564473
"LINC00824",0.736297928734373,4.95643879592553,8.4289738750516,3.7732616136363e-13,1.37069364917245e-12,18.7670268740928
"GTF2E1",0.705512771963541,8.09966847732979,8.42868874026802,3.77851900236487e-13,1.37235646976301e-12,18.7656412554334
"DMC1",1.02402589508958,4.35707020337234,8.42614037129285,3.82583204485051e-13,1.38929053906473e-12,18.7532576961838
"POLH",0.933152888817705,6.24811756026596,8.42468031746109,3.85320512412745e-13,1.3989789354248e-12,18.7461629413907
"CUL7",-0.375272026866668,5.41644439135106,-8.4236185060637,3.87323452787103e-13,1.40599806611549e-12,18.7410034526463
"ARHGEF19",1.03615455657604,7.16943618682979,8.42256571508729,3.89319626975246e-13,1.41299011531045e-12,18.7358878866932
"EBLN2",0.670559785787499,6.56968863158511,8.42213381032592,3.90141516682354e-13,1.41571848816971e-12,18.733789265382
"RNF115",-0.806582322992707,8.50510032504255,-8.42061713633471,3.93041388188804e-13,1.42598496095895e-12,18.7264198816688
"ATG7",-0.745151694833337,7.75421798430851,-8.41805717401008,3.97984855504968e-13,1.44366073663853e-12,18.7139816823404
"HEYL",1.07539833685833,6.26080280904255,8.41757371668538,3.98925381703623e-13,1.44681239513463e-12,18.7116327480147
"TRAIP",0.783080917101041,5.52749968839362,8.41643829159704,4.01142980935657e-13,1.45459374491993e-12,18.7061162273899
"GPR141",0.435683234714582,4.03738986408511,8.41503420255111,4.03902313667289e-13,1.46433633855701e-12,18.6992945364826
"CPM",-1.77334826307292,7.63847742978723,-8.41286401001309,4.08204479805288e-13,1.479667926708e-12,18.6887510938436
"KLHL9",-0.751064880190626,7.55216479788298,-8.41162522727758,4.10680682364635e-13,1.48837640728415e-12,18.6827328927198
"USP22",0.610681716858333,4.44545666514894,8.40946525818623,4.1503412127794e-13,1.50388396225362e-12,18.6722397281175
"ZNF790-AS1",0.587876865846875,5.38517166278723,8.40903379521127,4.15909237368057e-13,1.50678444404945e-12,18.6701437204803
"FRK",-1.01671349211771,5.71372181358511,-8.40856083062471,4.1687064316466e-13,1.50999644490171e-12,18.6678461195954
"CPEB3",-0.795420870526042,4.9809938207234,-8.40754870297595,4.18935469060883e-13,1.5172034042806e-12,18.6629293967021
"MGC4859",0.27672733071875,3.69323791998936,8.4060408650401,4.22030513047696e-13,1.52813811353456e-12,18.6556047660644
"ZSCAN2",0.751769955507291,6.17541632690426,8.40497206964959,4.24238159687245e-13,1.53585628286416e-12,18.650412989012
"RPL18",-0.460793200677085,13.3103951425532,-8.4027714611182,4.28819945601201e-13,1.55216516536389e-12,18.6397236203875
"C10orf143",-0.654719915859374,6.0155481037234,-8.40101129090587,4.32520203000639e-13,1.56527797331215e-12,18.631173954859
"KCNK12",0.730878105753127,4.78672492996809,8.39991065396589,4.34850138767199e-13,1.57342781476127e-12,18.6258279686589
"CCDC167",0.663100117081251,7.51765903015957,8.39969911589257,4.35299374855387e-13,1.57477097736266e-12,18.6248005028553
"MAB21L4",-0.926300717052081,6.40824171279787,-8.39914791978461,4.36472105860773e-13,1.57873055781147e-12,18.6221232948515
"RAPGEF5",-1.05049118960313,5.74954015808511,-8.39693103159381,4.412206809202e-13,1.59562031947902e-12,18.6113559313507
"SLC27A1",-0.657551696944791,7.94753518952128,-8.39630983382665,4.42560501535938e-13,1.60017889690072e-12,18.6083388653582
"GCSAML",-0.900212880934377,4.94024490445745,-8.39608550096513,4.43045346662394e-13,1.60164503522964e-12,18.6072493216918
"GGT6",-1.73955062307917,7.79947492654255,-8.39477024397931,4.45898653075094e-13,1.61167129566881e-12,18.6008614443438
"ID4",-2.07423519627813,9.30095938681915,-8.39458567222118,4.46300524587969e-13,1.61283500228451e-12,18.5999650366931
"RBM43",-0.994739382215623,6.73757700591489,-8.39440099839088,4.46702979763102e-13,1.61400040110252e-12,18.5990681361818
"ATXN1L",-1.08830270516771,9.15154632714894,-8.39300568720635,4.49755465392269e-13,1.62473859996638e-12,18.5922916581325
"LRRFIP1",-1.10291273258125,8.34777569248936,-8.3914482153996,4.53187274371535e-13,1.63684301335732e-12,18.5847278236654
"ZBTB17",-0.583670146679169,5.68808493742553,-8.39096028798441,4.54267758744137e-13,1.6404519904693e-12,18.5823582548879
"ACSM3",-1.50296022175521,5.74894954754255,-8.38743784583445,4.62144558716512e-13,1.66859814464676e-12,18.565252478208
"RPS2P45",0.347374468930208,3.94398723891489,8.38696871610672,4.6320383968854e-13,1.67212360873436e-12,18.5629743573345
"VPS16",0.6035005307875,8.21121029519149,8.38667945542797,4.63858187800825e-13,1.67418630264379e-12,18.5615697001858
"OSBPL2",-0.747362021443751,8.53458073076596,-8.38557495364874,4.66365214472416e-13,1.68293386799513e-12,18.5562062770213
"CTXN3",0.292164887011457,3.65868128379787,8.38387024638198,4.70261144204787e-13,1.69668943036918e-12,18.5479284797672
"PDCD4-AS1",1.05580777365938,5.30221538290426,8.38124963073846,4.76313661869771e-13,1.71821959562423e-12,18.5352036539953
"MFSD14C",-0.54753072006146,7.722741451,-8.38085157775126,4.77239766184512e-13,1.72125271638706e-12,18.5332708941207
"HDLBP",-0.707103220032295,8.84595959532979,-8.38046118398883,4.78149794378449e-13,1.72422678219408e-12,18.5313753369999
"SPDYA",0.394788943968749,3.86317924051064,8.38035519000708,4.78397170361803e-13,1.7248106626317e-12,18.5308606854095
"TOPBP1",1.10287090396041,8.7399463016383,8.37649951663247,4.87483073978905e-13,1.75725502448942e-12,18.5121401953477
"LIG4",-0.491870356071876,6.44213038079787,-8.37639174803226,4.87739487394111e-13,1.7578653703706e-12,18.5116169636353
"ADGRE3",0.379283814616666,4.35002572869149,8.37440491454422,4.92490917163203e-13,1.77467312642473e-12,18.5019707858722
"PNISR",1.09236785746562,7.54130066485106,8.37269734323464,4.96611358994303e-13,1.78920154562335e-12,18.4936807107648
"PHF11",-1.01832805012084,9.36863143681915,-8.37256260265683,4.96937952963643e-13,1.79005866583352e-12,18.4930265704055
"BGN",1.26676331655521,8.53608991993617,8.37233585792937,4.97488036698865e-13,1.79172038627644e-12,18.4919257705914
"SCAMP2",-0.576630861891669,8.63324744698936,-8.37172627585866,4.9896989724667e-13,1.79673674150393e-12,18.4889663947781
"TEX44",-0.409553379290625,5.12690981808511,-8.37086028776983,5.01082636257707e-13,1.8040226271119e-12,18.4847622837399
"SH2B1",0.597664358584371,6.90105326174468,8.37048015822536,5.02012847400272e-13,1.80704927752447e-12,18.4829168898058
"VPS28",-0.528696972482289,10.2148821951915,-8.36929699371702,5.0491919009789e-13,1.81718687834267e-12,18.4771731259539
"SUZ12",0.901289916064586,9.7077657673617,8.36857484137532,5.06701333354555e-13,1.82327563043234e-12,18.4736674406904
"DNAH2",0.927992852005209,5.53669677681915,8.36824468857896,5.07518179125562e-13,1.82588937777027e-12,18.4720647304172
"HAMP",0.575473618473959,5.05032699848936,8.3671058694227,5.10345869839944e-13,1.83573528621985e-12,18.4665364618231
"LINC00266-1",0.450311253144791,4.21251789630851,8.36675840245342,5.11211754375272e-13,1.8385222449316e-12,18.4648497450703
"FLT3LG",-0.591845273369788,5.97137065582979,-8.36644743774662,5.11987917449503e-13,1.84098559377932e-12,18.4633402309162
"LOC646903",0.962167542607291,4.0938154405,8.36547179455373,5.14430741298528e-13,1.84943990944571e-12,18.4586042261165
"GSKIP",-0.717048785577081,9.58932076624468,-8.36346800914255,5.19484335974557e-13,1.86727557488415e-12,18.4488776319178
"XK",1.16131604709375,5.18872046989362,8.36247479300299,5.22007566349737e-13,1.87601116660198e-12,18.4440565807069
"CHD3",0.706583511974998,8.19251722478723,8.36148336866156,5.24538429769904e-13,1.88477107495923e-12,18.4392443121437
"PIP5K1C",0.7676326640875,7.81581174042553,8.36098475206948,5.25815895226214e-13,1.88902495787659e-12,18.4368241123396
"PCP4L1",-0.991857489243752,5.29812213831915,-8.36032712385179,5.27505495783955e-13,1.89475768311222e-12,18.4336321302616
"MPP5",-0.675847643665623,6.1037253957766,-8.36018103590849,5.27881563961063e-13,1.89577110416835e-12,18.432923056759
"CD38",1.04002677537917,5.4981872741383,8.36001156494146,5.28318160985611e-13,1.8970015020766e-12,18.4321004903643
"EDC3",-0.505482901647918,5.87195958296808,-8.35928205280188,5.30201669472496e-13,1.90342587957371e-12,18.4285596635681
"C2CD4A",0.808793356698958,4.10236932610638,8.35773092614592,5.34228761679295e-13,1.91754207664471e-12,18.4210311272851
"TET1",1.06986437310208,5.81084342855319,8.35540148271288,5.40333902806693e-13,1.93911080376022e-12,18.4097253523425
"STRN4",1.05008692431771,6.71385437079787,8.35480980230577,5.41895658929611e-13,1.94436979274246e-12,18.4068537522476
"POLR2I",0.741669810940623,9.82287788651064,8.3532154449504,5.46126444321376e-13,1.95920192423362e-12,18.3991160163894
"FRAS1",1.66164838911146,6.72496817159574,8.35064793205453,5.53008914174373e-13,1.98353988178095e-12,18.3866558287698
"CES2",-0.673865287326045,8.60555020578723,-8.34961933702048,5.55790361511996e-13,1.99316220085228e-12,18.3816641999842
"C12orf29",-1.12074557055938,8.02511684979787,-8.34841976637026,5.59051768870833e-13,2.00450201654291e-12,18.3758429674845
"ADAMTS1",-1.47747175617083,7.72075664323404,-8.34443803794098,5.70014721670153e-13,2.04344709191274e-12,18.3565214878806
"ARL4A",-0.756240335202079,10.164046834,-8.34406855623044,5.71042823364797e-13,2.04676918912657e-12,18.3547286354015
"STARD7",0.403728217645833,10.4585848708511,8.34328356300498,5.73233246829359e-13,2.05425543692418e-12,18.350919617917
"SCAMP1",-1.55267055056042,6.77546081415957,-8.34247451081297,5.75499568892351e-13,2.06201097087774e-12,18.3469939161274
"HSD17B14",-0.587040757264584,6.1192520508617,-8.3395519014868,5.83761066496312e-13,2.09124061148297e-12,18.3328132449283
"TFCP2",-0.768364097236461,6.85769663297872,-8.33801008924765,5.88166917963667e-13,2.10665002755292e-12,18.3253325862153
"C1GALT1C1",-0.678172127509375,8.20811396657447,-8.33689165374336,5.91383666341997e-13,2.11779569513494e-12,18.319906224351
"SAMD11",0.98680107871042,6.3775921316383,8.3368139061075,5.91607928255142e-13,2.11822295830646e-12,18.3195290169086
"NUP43",-0.456240082697918,4.357796207,-8.33438116421477,5.98668127582599e-13,2.14312146488109e-12,18.3077263779095
"ZNF343",-0.311117036283332,4.37266070859574,-8.33427736710904,5.9897122425642e-13,2.14382624918732e-12,18.3072228097624
"C9orf152",-1.15163764560312,4.90254971075532,-8.33364422504996,6.00823369932072e-13,2.15007412683316e-12,18.3041511632181
"SZT2",0.59759279756979,5.11205362740426,8.32979080806242,6.12219617242135e-13,2.19046774238575e-12,18.2854573366718
"MARK1",1.70147854536875,6.06420281870213,8.32903266668445,6.14487013577904e-13,2.19819060528941e-12,18.2817795714619
"SSBP3",1.17218663684896,6.89044580962766,8.32676951170296,6.21305411021363e-13,2.22218804016377e-12,18.2708012481798
"LOC283788",-0.661155107943751,6.9075286225,-8.32267929540376,6.33820231815216e-13,2.26654743776161e-12,18.250961208396
"CMAHP",-1.23031988620625,6.97414503907447,-8.32256156898015,6.34184135180576e-13,2.2674470151195e-12,18.2503901857632
"BANP",0.685113175281249,7.73077294876596,8.32032947197848,6.41123298757861e-13,2.29185114042329e-12,18.2395638127978
"GALNT13",1.12319186882292,5.34270689939362,8.31903831103957,6.45171770429599e-13,2.30591497123793e-12,18.2333014804337
"HOXC12",-0.569987096726043,4.37263616430851,-8.31709926365827,6.51299629267033e-13,2.3274044648542e-12,18.2238970796501
"SP4",0.682290150845832,7.90037055048936,8.31671458308363,6.52522191923681e-13,2.33136048851047e-12,18.2220314150005
"VN1R10P",0.53983580239375,4.08354022544681,8.31646644504011,6.53312018875189e-13,2.33376928795716e-12,18.2208279758844
"ZNF146",-1.05872141583229,7.12273457220213,-8.31606558049952,6.54589990217261e-13,2.33792068174748e-12,18.2188838437067
"ALDH9A1",-0.590921218593751,11.1085803253191,-8.31545351819505,6.565460766595e-13,2.34449212052702e-12,18.2159154624203
"SHISA8",1.15755868070416,5.03772929056383,8.3146379471758,6.59161612927989e-13,2.35308597511644e-12,18.2119601566569
"ITGA7",-0.9362628591375,7.08169374146808,-8.31463040328692,6.59185854595867e-13,2.35308597511644e-12,18.2119235710529
"CPSF6",1.25040519861146,8.03994947684042,8.31398711578384,6.61256278365979e-13,2.36005932206199e-12,18.20880383806
"CLIP1",-2.35085391245625,7.61401175740426,-8.31386567147319,6.61647874192359e-13,2.3610394350821e-12,18.2082148772619
"ELMSAN1",-0.792107917121875,7.92196773234043,-8.31364262192518,6.6236769722586e-13,2.36319024803068e-12,18.2071331714411
"GLRX5",0.678800662477082,10.2784471189574,8.31356214320646,6.62627608846572e-13,2.36369972240197e-12,18.2067428812442
"KLK13",-1.16875439861563,5.40712713905319,-8.31296280542616,6.6456641218891e-13,2.37019683640374e-12,18.2038363466934
"INPP1",-0.725059245914585,9.07647703778723,-8.31259006476742,6.65775045231538e-13,2.37408793955974e-12,18.2020287286696
"SLC2A11",0.515152483691666,5.66633797151064,8.31207831234336,6.67438001834994e-13,2.37959745469629e-12,18.1995469890366
"CEL",1.14979245227083,5.99971656002128,8.31091179719939,6.71244123225999e-13,2.39274463777293e-12,18.1938900710889
"PIK3CD-AS1",-0.460238646001042,7.14290324947872,-8.31067608360394,6.72015836256693e-13,2.39507250983027e-12,18.192747012641
"IFITM2",-1.05133587047083,10.8482384213191,-8.310424036673,6.72842002133793e-13,2.39759359623346e-12,18.1915247536583
"VGLL1",-0.572009490095834,5.35375494781915,-8.31008117155723,6.73967479721843e-13,2.40118016650061e-12,18.1898620964945
"CXCL2",1.62920797874896,4.96647206570213,8.30853169943314,6.79077173309985e-13,2.41895774601402e-12,18.1823483682851
"MYOZ3",-0.475591070296875,4.95725429865957,-8.30786130433612,6.81299885249789e-13,2.42644707675957e-12,18.1790975438756
"RASSF10",-1.95311773795,6.78108436496808,-8.3071335724914,6.83720907881719e-13,2.43463992303753e-12,18.175568733114
"CCDC18",0.974441624785414,4.29331509419149,8.30599001380854,6.8754264240919e-13,2.44781674929347e-12,18.1700236530651
"SSC5D",-0.862058285477085,6.01198628811702,-8.30463522737599,6.92097857482771e-13,2.46359983378744e-12,18.1634544904478
"SELENOS",-0.523885679988545,10.2399791914787,-8.30396109971421,6.94375681011253e-13,2.47127215126964e-12,18.1601858056819
"SH3D21",-0.605338434016669,5.43382245851064,-8.30098984301596,7.04504699652447e-13,2.50687911725764e-12,18.1457793827429
"KIAA1755",-0.676619327333333,5.17369608748936,-8.29778884772859,7.15581745748249e-13,2.54584635544455e-12,18.1302599538366
"ZMAT1",1.35770010579896,5.3702757346383,8.2976184389414,7.16176288256619e-13,2.54751251777993e-12,18.1294337849234
"APRT",-0.757207761467706,9.11321400520213,-8.29722498228001,7.17550908283251e-13,2.55195241971469e-12,18.1275262546039
"NUDT7",-0.999525674753128,7.35689475118085,-8.28962475183868,7.44625923018889e-13,2.64777748489962e-12,18.0906821178067
"C15orf56",-0.372757510006251,4.4922233281383,-8.2888333393905,7.47503131056196e-13,2.65754019624929e-12,18.0868458417306
"CDC42-IT1",-0.740049780305206,5.07148492357447,-8.28819737881325,7.4982321597385e-13,2.66531912081723e-12,18.0837631417315
"SYT9",1.27886772575417,5.08594769448936,8.28721948118454,7.53404752293096e-13,2.67757846725331e-12,18.079023038775
"FAM89B",0.716938388361454,9.08606265661702,8.28712903879975,7.53736856420212e-13,2.67828714315654e-12,18.0785846474423
"STC2",1.34965098556146,5.63248930791489,8.286225611698,7.57062256326124e-13,2.68962991012677e-12,18.0742056070923
"ASGR2",-0.564613981379166,5.80580796480851,-8.28498958982636,7.61635596382262e-13,2.7054014857063e-12,18.0682145548064
"LINC01535",0.521308049317708,4.29752372637234,8.28492875572798,7.61861395070214e-13,2.70572735117053e-12,18.0679196929164
"SVBP",0.975883255277086,8.19551994040425,8.28446074169327,7.63600761235272e-13,2.71142754468886e-12,18.0656512479434
"PIGM",0.789011488561457,8.28804152437234,8.2836146629713,7.66755249565672e-13,2.72214972770166e-12,18.0615503903936
"CTSA",-0.83087701099687,9.63956134314894,-8.28221061399659,7.72018739705046e-13,2.74035424260762e-12,18.0547452544077
"BUD13",0.686362859067703,7.46952543856383,8.28213263015297,7.72312138419817e-13,2.74091364334925e-12,18.0543672881597
"MET",-1.48390694635938,7.69239221605319,-8.28176212668628,7.73707603076011e-13,2.74538336021152e-12,18.0525715674508
"MAST2",0.921802135992705,7.23795948320213,8.28133663729474,7.75313267209645e-13,2.75059723538271e-12,18.0505093619732
"FLRT3",-1.80001125533021,6.50852228406383,-8.28051730788531,7.78414521574353e-13,2.76111428628035e-12,18.0465383924322
"CLASRP",0.903055520401042,7.82110024390426,8.27827486873472,7.86965778260931e-13,2.79095594845201e-12,18.035670485598
"EIF4H",-0.754051573220833,10.9778228447766,-8.27756911535999,7.89676400760461e-13,2.80007709004715e-12,18.032250172282
"ASIP",-0.687559887038543,4.73027991667021,-8.27699935624575,7.91871490201957e-13,2.80736734353524e-12,18.0294889658471
"BTF3L4",-1.32517293489583,6.64971235364894,-8.27679120864115,7.9267492840244e-13,2.80972217772154e-12,18.0284802339364
"VASH2",2.23165918623021,4.75930140938298,8.27452956520156,8.01457293858168e-13,2.84035339103414e-12,18.0175200424545
"SELENOI",-0.491416108388544,5.03343496621277,-8.27344760324625,8.05692973322493e-13,2.85486328661655e-12,18.012276896048
"SELP",-0.873842670854168,6.85840707040426,-8.27323302493524,8.06535654798711e-13,2.85734757254737e-12,18.0112370707498
"STRN",-0.839876650797915,7.95784643941489,-8.27177124181325,8.12299720201019e-13,2.87726311913253e-12,18.0041535289145
"PDE6B",0.377008936583334,4.66390837028723,8.269386750545,8.21790422406967e-13,2.91036955526229e-12,17.9925991370457
"SLC7A9",0.680362032657292,5.00532253004255,8.26838055934348,8.25828324890506e-13,2.9241566809237e-12,17.9877236545398
"NME4",0.7851432294625,8.4789897513617,8.26623727833961,8.34495473174193e-13,2.95432768550688e-12,17.9773387400016
"DHX38",-0.572773806332291,7.59586498880851,-8.26468653736739,8.40822937067494e-13,2.976206478224e-12,17.9698251501814
"MIR1244-3",0.339579936906253,11.8679164517021,8.26408454352203,8.43292106784724e-13,2.98442303896828e-12,17.9669084541212
"ZNF649",-0.597518519228127,5.52818816157447,-8.26379892134059,8.444661562249e-13,2.98805407277124e-12,17.9655246095892
"SEC11C",0.831054457404166,9.08732253054255,8.26355859223095,8.45455290498225e-13,2.99102964559609e-12,17.9643602167579
"PWWP2A",1.04205213325834,7.1489325466383,8.2632238025819,8.46835125550685e-13,2.9953861442323e-12,17.9627381723719
"NOS2",0.430489317960418,5.34661361476596,8.2613453457457,8.54618911065944e-13,3.02238890521184e-12,17.9536373097004
"TIRAP",-0.552083529150002,5.93892639724468,-8.26110912222314,8.5560278713249e-13,3.02533830635863e-12,17.9524928631294
"SLC5A6",0.495628583548958,7.53223422915957,8.25860242967853,8.66113016978923e-13,3.06196514655554e-12,17.9403488616074
"UBR7",1.00732670787813,9.00134767661702,8.25763480675179,8.70204465652708e-13,3.07589084593145e-12,17.9356612444235
"SERPINB1",-1.34609048725625,8.22031813365957,-8.25673926735313,8.74008280788255e-13,3.08879515516536e-12,17.9313229126471
"TEX45",0.576625657846874,5.3457728257234,8.25570713275078,8.78412844716892e-13,3.10381765492315e-12,17.92632295646
"SHISA4",-0.597392360566666,6.39046251864894,-8.25533512755878,8.80005768961764e-13,3.10890187903996e-12,17.9245208813753
"UHRF2",0.875148487476046,8.90486025715957,8.25219515581877,8.93566323506482e-13,3.15625640660331e-12,17.909310691181
"CFLAR-AS1",0.340147938090625,4.07995116369149,8.25207353792181,8.94095721718961e-13,3.15757374478631e-12,17.9087215865022
"OGDH",-0.7622042658,5.45333084492553,-8.25184572812609,8.95088210607892e-13,3.16052577933854e-12,17.9076181028987
"SDR42E1",-0.916477359732288,7.28397722788298,-8.25162756794811,8.96039688588291e-13,3.16333199838682e-12,17.9065613655353
"ZNF675",-0.384269375725002,4.01319680615957,-8.25141810552551,8.96954180884012e-13,3.1660066863907e-12,17.9055467631516
"ZNF580",1.18988047209687,8.18661343904255,8.25109035503747,8.98386973926858e-13,3.17050958117954e-12,17.9039592007441
"VWA5B2",0.745660018394791,6.17889148328723,8.25095453724339,8.98981382818578e-13,3.1720526659838e-12,17.9033013276123
"RAPGEFL1",-1.33740706906771,8.31702687791489,-8.25085298070026,8.99426102852719e-13,3.17306712705409e-12,17.9028094100005
"LOC101929628",0.313112652964584,3.93794784206383,8.24901642563699,9.07506387780924e-13,3.20101388056316e-12,17.8939137101226
"DAGLB",-0.439331139508337,5.51490613357447,-8.24857729273322,9.09449131753262e-13,3.20730592804055e-12,17.8917867350346
"NMRAL2P",-0.903781010643748,5.59667388326596,-8.24841730731966,9.10157944103244e-13,3.20924489619772e-12,17.8910118375613
"TP53TG1",-0.803104881109375,6.55149600067021,-8.24669089576416,9.17841891624184e-13,3.23577343207876e-12,17.8826500312767
"LINC02036",0.422597717785417,4.15384836984043,8.24650321156683,9.18681126606529e-13,3.23816646494928e-12,17.8817410074579
"TDG",1.00282149160312,7.74460046601064,8.24450685116541,9.27655372884228e-13,3.26922793625325e-12,17.8720721062713
"E2F8",1.39654134561146,5.88887044869149,8.24071549525678,9.44939868116263e-13,3.32956029298019e-12,17.8537106201224
"SSBP2",-0.990464751634372,6.54376934243617,-8.23860830505877,9.54684754726529e-13,3.36330989782607e-12,17.8435061237105
"MCCC2",-1.01845875201666,8.90414075401064,-8.23850809102078,9.55150689921155e-13,3.36436411425457e-12,17.8430208275366
"MT1E",-1.24466185436667,10.8539925207872,-8.2375972524484,9.59395946773176e-13,3.37872769040709e-12,17.838610048024
"GFPT1",1.02669055178542,7.96347219465957,8.23731383584562,9.60720732966801e-13,3.38280295768823e-12,17.8372376058406
"LRCH2",1.14865588071146,4.9092959187766,8.23275795645393,9.82268388046143e-13,3.45807131971661e-12,17.8151768683519
"PPP2R5C",-1.10986265801979,7.96034605085106,-8.23160383918515,9.87802972750633e-13,3.47694931967667e-12,17.8095886550794
"BAGE",0.837498307374999,4.12037105196809,8.23150076776881,9.88298762105418e-13,3.47808786670857e-12,17.8090895915733
"SNAP29",-0.857891635981249,7.53019896430851,-8.23037281534694,9.9374061884759e-13,3.4966295171201e-12,17.8036282040107
"DPP6",1.50698099104792,6.04134578434043,8.23019681133345,9.94592447055125e-13,3.4990167960456e-12,17.8027760283731
"CCDC92",0.79423996907396,8.12112304305319,8.23008602887375,9.95128987609189e-13,3.50029424135871e-12,17.8022396437758
"LCT",0.699910033702084,4.98581566070213,8.22934414866458,9.98729495658519e-13,3.51234664765219e-12,17.7986476517129
"BRD3",-1.20665689160104,7.45042329445745,-8.22660909623931,1.01211581641397e-12,3.55831345575796e-12,17.7854056973842
"NFYC",-0.90602644633542,6.93791964797872,-8.226601614173,1.01215268044921e-12,3.55831345575796e-12,17.7853694734163
"BLVRA",-1.043416748425,7.04974484538298,-8.22637988558727,1.01324574162421e-12,3.56108348313128e-12,17.784295990461
"LRRC66",0.808926986751041,4.0888058657766,8.22637020586777,1.01329348677714e-12,3.56108348313128e-12,17.7842491269063
"RXRB",-0.710575490125001,5.21977990588298,-8.2245967476224,1.02207899886639e-12,3.59133364103768e-12,17.7756632307012
"PLEKHO1",0.946042347085418,7.33121602042553,8.22366536666172,1.02672331283665e-12,3.60702465151997e-12,17.7711542311008
"NMRK1",-0.986794389069795,8.82571121821277,-8.22311059910201,1.02949963843211e-12,3.61614883440223e-12,17.7684685317424
"CPNE5",0.693255178301043,5.37701098991489,8.22182508505391,1.03596175924195e-12,3.63821405720902e-12,17.7622453124355
"HCP5B",0.449897683256251,4.52447151784043,8.22131772083932,1.03852332706466e-12,3.64657555848053e-12,17.7597891886291
"PPP1R7",-0.688794317181253,9.58017462071277,-8.21948587083098,1.0478245704153e-12,3.67859511300958e-12,17.7509215074162
"MT1HL1",-0.849305319502093,11.336653738766,-8.21785604953301,1.05616976858569e-12,3.70724772858521e-12,17.7430320897441
"TTC25",0.800964478901041,4.52193194061702,8.21760599662784,1.05745596507053e-12,3.71111697844176e-12,17.7418216906201
"CEBPZ",0.755946652382292,9.18613455739362,8.21684860515918,1.06136128884015e-12,3.72301244632591e-12,17.7381555199974
"HECW2",1.53102110686666,7.77897936301064,8.21684224863638,1.06139412560381e-12,3.72301244632591e-12,17.7381247513424
