"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"LOC414300",0.0378612745895825,3.68008559635106,1.01785227678389,0.311338384970792,0.350147254199571,-7.46347454554784
"ZNF259P1",0.0444758052416665,4.30830202855319,1.01705594995809,0.311715048014571,0.350551335269298,-7.46428354056536
"KRBOX1",0.19700596746875,6.77602236546809,1.016525590172,0.31196607774832,0.350805210454225,-7.46482199377804
"BANK1",-0.098151206598958,4.85401918459574,-1.01650556279808,0.311975559750428,0.350805210454225,-7.46484232139055
"TMEM171",-0.0398606349802066,3.82309653429787,-1.01643845486295,0.312007333549425,0.350821393483456,-7.46491043251194
"C4BPB",-0.0507739841812498,4.75639839524468,-1.0159911106064,0.312219194361383,0.351040053467538,-7.46536435163197
"SSUH2",0.0652256504437476,5.79256376810638,1.01589320588747,0.31226557456529,0.351072643240377,-7.46546366923359
"CCT6B",-0.122326897226043,6.39459714774468,-1.01504758135908,0.312666362496325,0.351503659235968,-7.4663211073786
"AMDHD1",0.0678561997874985,4.10748788628723,1.01500692236419,0.312685641697147,0.351505753947505,-7.46636231678759
"S1PR3",0.12952084476458,6.94712163578723,1.0142734156827,0.313033583822403,0.351877294474384,-7.46710547577534
"HEATR6",0.0857783478958343,7.45662904741489,1.01401596609134,0.31315576754661,0.351995035441815,-7.46736618854148
"AP5M1",-0.108924813127086,9.2215501458617,-1.01352747230216,0.313387690851195,0.352236106501625,-7.4678606959681
"GPR137",-0.0601795192333361,4.27931585845745,-1.0134806126325,0.31340994455835,0.352241503008196,-7.46790812025073
"MIR3681HG",-0.047926280855207,4.22623350387234,-1.01340852516339,0.313444181037363,0.352260365603714,-7.46798107211373
"PRKCA-AS1",0.0368820576500011,3.91183239821277,1.01331521713428,0.313488499503212,0.352290555984039,-7.46807549145041
"KLHDC2",0.099158876204168,10.0035414984149,1.01232474187305,0.313959203289215,0.352799877511621,-7.46907723889253
"THAP5",0.121512404372917,7.00915996668085,1.01193680610124,0.314143690752311,0.35298753537768,-7.469469328327
"BMP1",-0.111891335247918,6.19510042317021,-1.01187357392811,0.314173768427194,0.353000396461585,-7.46953322359329
"LOC100505498",0.0327323804218755,3.95342979546809,1.0118392070634,0.314190116535496,0.353000396461585,-7.46956794921209
"KLHL30-AS1",-0.0550498827572934,4.96466485937234,-1.01134423317388,0.314425635642965,0.353245343956691,-7.47006796208642
"SNRNP27",0.102974246567706,8.72938224351064,1.00978604959595,0.315167822318686,0.354059454405992,-7.47164044517197
"NIPSNAP3A",-0.178242692770837,8.77476422915957,-1.00939162242312,0.31535587933507,0.354250999756204,-7.47203811566065
"GPALPP1",-0.146674400102085,7.29448124821277,-1.00865085366688,0.315709269225744,0.354628238022216,-7.47278456469169
"GHSR",-0.0482332699125019,4.80215170553191,-1.00844211588577,0.315808897012551,0.354720405609902,-7.472994806229
"DNAAF2",0.146309111520833,7.73029871810638,1.00819889925063,0.315925007553064,0.354831075539427,-7.47323972128539
"CALY",-0.0587356522687497,4.61094459603192,-1.00766576530256,0.316179622932298,0.355097286163406,-7.47377637590699
"TADA2A",0.0850820101864569,5.57662314408511,1.0075481328903,0.316235820521372,0.355140639082064,-7.47389474771807
"NFKBIB",0.109328375519796,5.26022276578723,1.00672754590442,0.316628032188697,0.355561318292131,-7.47472011635272
"LOC101929384",-0.0621763469937502,4.35401720159574,-1.0047175498989,0.31759010867939,0.356621851756767,-7.47673904386288
"NACAD",-0.0833683151562497,6.03556607356383,-1.0043300899272,0.317775788394076,0.356810499980953,-7.47712777145175
"CEP83-DT",0.0405267998625014,5.141465089,1.00362268524156,0.318114979367356,0.357171485790573,-7.47783711186273
"SLC6A5",0.0369905638395833,5.03190626669149,1.00315677933693,0.318338506510811,0.357402574228609,-7.47830402541775
"LOC105377938",-0.0300981961062523,3.9280513651383,-1.00237110701499,0.318715684293522,0.357806132834362,-7.47909091623003
"BTBD8",-0.0238969283750015,3.73167917860638,-1.00229228724135,0.318753539709479,0.357828727513011,-7.47916982493072
"YIPF2",-0.077227330715627,5.60285204857447,-1.00155310803544,0.319108696871355,0.358207498829508,-7.47990954247638
"CACNG3",-0.0561513448156239,4.67575359555319,-1.00129440557357,0.319233059083686,0.358327169316837,-7.48016830712912
"PARP14",0.140935238180207,7.07257044428723,1.00113949043403,0.319307544572517,0.358390844850802,-7.48032322818
"HTT",0.0772547350729127,7.50155145160638,0.999221341570603,0.320230776017515,0.359407092941194,-7.48223950587358
"FAM111A",0.159507086146873,7.85023391980851,0.998891742692547,0.320389594818301,0.359565346542358,-7.48256842095078
"PLB1",-0.0431241403239584,5.89424317338298,-0.997993170682949,0.320822841696005,0.360031549288321,-7.48346458905134
"TMC4",-0.122491787941666,6.42061446506383,-0.997272617202661,0.321170537691174,0.360401699222783,-7.4841826443123
"NUP93",0.0907305464010388,8.43130920912766,0.996957862978645,0.321322497686435,0.36055217494887,-7.48449614788592
"TUSC2",-0.0548259921145853,7.4511532087234,-0.996276843198238,0.321651450039024,0.360901223934713,-7.48517413002055
"SLC39A5",-0.0586891572427124,6.58222898351064,-0.996099194596448,0.321737296197282,0.360977477855898,-7.48535091162449
"CHCHD1",-0.104737479391668,9.1493060955,-0.995605959302627,0.321975724786549,0.361224905690213,-7.48584157787984
"NGFR",-0.0978056057385439,5.71550985764894,-0.994775936773844,0.322377219790949,0.36165524023349,-7.48666673997468
"CACNA1G-AS1",-0.0491608149302101,4.72991625601064,-0.994718030813794,0.32240524219515,0.361666574212134,-7.48672428170005
"DCAF8",-0.0591047146885399,5.93364876810638,-0.994521938680516,0.32250014895918,0.361752932053751,-7.48691911602962
"LOC101929305",0.0400370381468731,4.82509172808511,0.994436788145739,0.322541366788785,0.361779060014341,-7.48700370866473
"LOC100506446",-0.0430921537593782,4.97471858082979,-0.99424695611239,0.322633269140368,0.361862032290083,-7.48719227139905
"C1orf94",0.0782625661479148,5.10398794944681,0.993943467532071,0.322780231459033,0.362006746584667,-7.48749365748702
"RGSL1",-0.0516953501718724,5.41500041065957,-0.993401655743685,0.323042710449134,0.362280992665159,-7.48803149170037
"C22orf15",0.0675391280500017,5.84163250211702,0.993084264159532,0.323196535434245,0.362429551661182,-7.48834641983046
"OR7A17",0.0413203474874999,4.56976097925532,0.993054231235418,0.323211093511848,0.362429551661182,-7.48837621454784
"IQCF1",0.0718319488375014,5.34582944111702,0.992897927195513,0.323286866916353,0.362494379720708,-7.48853126461103
"FIG4",0.0730923269875028,8.55591928621277,0.991930522438698,0.323756109136221,0.363000363907358,-7.4894903763771
"YIPF3",0.102188178206248,8.29500953645745,0.991540872376473,0.323945237212663,0.363192241010064,-7.4898764275059
"MRPL33",0.0570809468250015,9.92667801432979,0.991278455902707,0.324072649929613,0.363314908266921,-7.49013633650023
"ZNF627",0.132960703787504,8.07143471497872,0.990467230471809,0.324466738966808,0.363736513695128,-7.49093938426428
"SNRPD2",-0.0693546514687515,11.955122287234,-0.990334576131141,0.324531211887353,0.363788583700219,-7.49107064010326
"TEDDM1",0.0472814848208314,4.00366518339362,0.990269591503965,0.324562798933957,0.363803786009333,-7.49113493334917
"RTKN",0.16845627826771,6.88214170126596,0.990194603231735,0.324599250974262,0.363824439518717,-7.49120911867413
"LOC100130111",0.0416526624916669,4.14352284629787,0.99012917123669,0.324631059889282,0.363839886813937,-7.4912738455515
"HACD3",0.17835441022188,8.4989831703617,0.989115723237836,0.325123997685936,0.364363389569181,-7.49227583729068
"NOX3",-0.0330087344447945,3.93257416809574,-0.989094647953342,0.325134253884009,0.364363389569181,-7.4922966636667
"PREP",-0.0906543329354177,7.49131150355319,-0.988841533142445,0.325257447843101,0.36448120980608,-7.49254675511927
"DPPA2",-0.0412700358531284,4.11272649191489,-0.987855412448376,0.32573769857325,0.364987781735488,-7.49352049899588
"GNGT2",0.0664071738468754,5.45446535884043,0.987839046890051,0.325745672714727,0.364987781735488,-7.49353665112141
"ZC3H6",0.0936236248635396,7.74602758197872,0.987010767996941,0.326149421190541,0.365419882751675,-7.49435378558287
"OSCAR",-0.0440217530218723,4.2389448872766,-0.986657133790636,0.326321902476636,0.365592836951759,-7.49470245712279
"ZP4",-0.0531007913812518,4.57050378820213,-0.986520587353616,0.32638851764705,0.365647172050978,-7.4948370546019
"DEFB126",0.0529740891989583,4.33810779694681,0.986094829953349,0.32659628411563,0.365859621596589,-7.49525661790562
"BNIP3",-0.161767631821876,9.76767335981915,-0.98509235871284,0.327085827338395,0.366387681938662,-7.49624380404502
"TOP1",0.224871976630206,8.33710732981915,0.984616127659472,0.327318557826196,0.366628028892064,-7.49671242913807
"MAGEB3",0.0371343886645814,3.89020992510638,0.98427357570774,0.327486027871649,0.366795255301525,-7.49704937285829
"MRPS14",-0.124738839646874,7.25026176307447,-0.983252702839019,0.327985456929858,0.367334247667461,-7.49805285078917
"NR1H3",0.1309458274,7.07144695351064,0.982857592728765,0.328178886455881,0.367530488588339,-7.49844095465113
"GAS5-AS1",-0.0390434000437505,4.30386129275532,-0.982658385703869,0.328276438453615,0.367619339583273,-7.4986365713043
"PCDHA5",0.0443541009802111,5.15602207309574,0.981513304469045,0.328837557095125,0.368226192405268,-7.49976026083514
"RIN1",0.085712205037499,7.18238255211702,0.981478067369804,0.328854834172569,0.368226192405268,-7.49979481929602
"FLT4",-0.0570187057812515,5.59798244098936,-0.981303496580033,0.328940436670536,0.368301610635827,-7.49996601006126
"C17orf50",0.0593459561781247,4.82334552120213,0.980608292921167,0.329281482148797,0.368655866061487,-7.5006474572217
"DEFB132",-0.0453740236697939,3.67751263331915,-0.980584082162938,0.32929336339278,0.368655866061487,-7.50067118037693
"DHRS4-AS1",0.0962685182354166,7.74457477821277,0.980326589876356,0.329419743218246,0.368776897075481,-7.50092345127403
"LOC105376944",0.0350339426083357,4.3447123666383,0.980211901722786,0.329476043601505,0.368819466889028,-7.50103579290074
"ZNF276",-0.0602067801020878,5.63137068014894,-0.979229272045063,0.329958675782111,0.369339246481634,-7.50199778999707
"PSMD12",-0.138478578892713,9.3269412457234,-0.978133594249135,0.33049738122322,0.369921730547263,-7.50306934655622
"DCP1B",0.0668494608791619,7.24771737551064,0.97775925884267,0.330681560954654,0.370107355667265,-7.50343517156358
"C4orf17",-0.0552409461895849,5.04484905744681,-0.977331480996278,0.330892117912444,0.370322480638065,-7.50385305599586
"P2RY10",-0.0735498417979183,5.03246030226596,-0.977126872856969,0.3309928594307,0.370414687102291,-7.50405286870902
"SLC4A11",0.257724869092706,6.44163178693617,0.975727217751896,0.331682538536985,0.371155813080449,-7.50541862034971
"LIM2",-0.0470592391968765,4.22863462017021,-0.975708254299666,0.331691889240057,0.371155813080449,-7.50543711128115
"TP53TG3HP",-0.0484771715114585,5.1742175458617,-0.975246738684051,0.331919511695752,0.371377524569502,-7.5058870185089
"PAK2",0.112138820312499,6.77445738889362,0.975231908351361,0.331926827810991,0.371377524569502,-7.50590147235821
"FAM163A",0.0385212018802079,4.22804280605319,0.975064854251036,0.332009246427369,0.371449147485786,-7.50606427073631
"FAM228A",0.0849067671302048,4.56141705410638,0.974762656720539,0.332158374187271,0.371595391952868,-7.50635870030055
"RAP1B",0.0557539894583368,11.3222311182979,0.974618565962612,0.332229495248192,0.371654356645287,-7.50649905572143
"C22orf23",0.0525208493333347,5.33505136519149,0.974330401362794,0.332371758998684,0.371792895409325,-7.50677968908045
"APOBEC1",0.0393684478416638,4.16446841687234,0.97353228072996,0.332765991190626,0.372213256495256,-7.5075565260384
"ZNF746",-0.0980254303604173,7.1016296497766,-0.972977185918955,0.333040361401677,0.372499507573846,-7.50809645008899
"CST11",0.0414129346781262,4.06572820396809,0.971307340173717,0.333866620692787,0.373402970488891,-7.50971883905171
"SLC44A3-AS1",-0.0399558564968761,4.09007413320213,-0.970862232758319,0.334087091612262,0.373628845238006,-7.51015083544186
"DDX31",0.088043847093747,6.45473231254255,0.970325578748305,0.334353034240753,0.373905545771339,-7.51067142374331
"USP21",0.112286037427082,7.80268708779787,0.970141064630339,0.334444503516139,0.373987113660936,-7.51085034891017
"SUMF2",-0.0657046570041704,9.02247538105319,-0.969417596770473,0.334803306667815,0.37436759769953,-7.51155158104177
"MRPL34",-0.0870821128177077,8.53274532531915,-0.969300819827808,0.334861245684904,0.374395693225131,-7.51166472078344
"SZRD1",-0.0792438504020847,7.18265193841489,-0.96929217905075,0.334865533077346,0.374395693225131,-7.51167309189902
"EXOSC4",0.0732002022645837,8.27230944114894,0.969117864516588,0.334952032372487,0.374471659523288,-7.51184195079845
"MED14OS",0.0525757053781266,4.8744571123617,0.968292598766563,0.335361748672194,0.374905120608939,-7.51264098351677
"SLC9A7",0.0504512156114583,4.97338453121277,0.968262095058947,0.335376899003835,0.374905120608939,-7.51267050480204
"ZDHHC18",0.0560245856416666,4.53760950553191,0.967758192296066,0.335627238095009,0.375164186224611,-7.51315804660299
"NCEH1",-0.121690211217708,4.68781633453191,-0.96764348454077,0.33568424202664,0.375198860999078,-7.51326899520309
"NCBP3",-0.124814708439588,6.54143309448936,-0.967620955952545,0.335695438335299,0.375198860999078,-7.51329078397887
"DERL3",0.100563125554167,6.33255324885106,0.966846969837852,0.336080244033659,0.375608149140669,-7.51403905122801
"RASL11A",0.0544826229947928,4.85735748384043,0.966514896010942,0.336245430845807,0.375752594423229,-7.51435991056857
"WEE2-AS1",0.0483808957885392,4.5133338155,0.966512299065434,0.336246722879549,0.375752594423229,-7.5143624193866
"OVCH1-AS1",0.0607922033593749,4.66227551117021,0.966413169009181,0.33629604454526,0.375786904388051,-7.51445818051783
"LINC01193",0.0666135154562504,5.01527214193617,0.96499099980855,0.337004158272781,0.376557323059267,-7.51583095725779
"RAB40A",-0.0440732718718753,4.14347183734043,-0.964570954903373,0.337213489428091,0.376757145813618,-7.51623603464894
"LDHC",-0.0699041513093768,5.41408069608511,-0.964557239530313,0.337220325973493,0.376757145813618,-7.51624925838491
"CLK1",0.132142070171879,8.46777841594681,0.962439985236989,0.338276774920846,0.37791653648995,-7.51828840705819
"CHST3",-0.113269341980211,7.53855534105319,-0.961978626468184,0.338507265843144,0.378153104915712,-7.51873216321092
"FBXL2",-0.0757046030239596,6.04901423437234,-0.959076057226268,0.339959713301066,0.379754643212056,-7.52151920225978
"THBS4",-0.13536398753438,6.96845216511702,-0.958827148215788,0.340084456188765,0.379872963598309,-7.52175781948243
"RXRG",0.0647956466708326,4.45772422426596,0.958163444206942,0.340417222817991,0.380223619708662,-7.52239378399002
"PDC",0.0298710553020824,3.74015314855319,0.958114690257661,0.340441675331888,0.380229889503818,-7.52244048323974
"LILRB2",0.143830759374999,6.40495810846808,0.957686113597227,0.340656676893529,0.380448965789182,-7.52285089755641
"TRIM55",0.0916409584791684,4.01343030159574,0.95695384440098,0.341024234539415,0.380838384646103,-7.52355171768451
"LAMP3",-0.15994455849792,7.88216807234043,-0.956887768717398,0.341057413473649,0.380852400871134,-7.52361492972536
"PDE8B",-0.107739114727086,5.98010445974468,-0.956853692074685,0.34107452538006,0.380852400871134,-7.523647527853
"TSPAN10",0.0438810800989549,4.12436424226596,0.956265326161976,0.341370066914927,0.381161322225269,-7.52421018622625
"LOC100505685",0.044911110132289,4.04513225975532,0.955119612827007,0.341946046830682,0.381783319310928,-7.52530486563858
"PIWIL2",-0.0500902525781264,4.73556303675532,-0.954757976659473,0.342127981810896,0.381965320106722,-7.52565012602757
"ZMYM1",0.122582281746875,6.02302990276596,0.954366023380419,0.342325239995255,0.382164407258379,-7.52602418585736
"RCSD1",0.148772575881249,6.73263412954255,0.954228571998043,0.34239443259741,0.382220510681058,-7.52615532662738
"FBXL20",-0.110804331875,5.12890410873404,-0.953428701952289,0.342797264959616,0.382649034825503,-7.52691810570975
"WDR81",0.0604792155427063,8.38442461269149,0.952952132859039,0.343037422006228,0.382895934539968,-7.52737227739439
"PLXNA1",-0.0939353023937439,8.88444483376596,-0.951963420781789,0.343536011085133,0.383431250994373,-7.52831381229991
"ABCG1",-0.150363388020833,6.7442369913617,-0.951261151049185,0.343890438082558,0.383805613349937,-7.52898199027855
"RDH11",-0.128265954219794,8.55619792911702,-0.950702492998161,0.34417255532951,0.384099236063893,-7.52951318272798
"HERC2P3",0.0567282527322925,3.92508894524468,0.95044883236552,0.344300701173431,0.384221002531426,-7.52975427144539
"FOXD4",-0.0509796104052063,4.41398150374468,-0.950339023300034,0.344356184787724,0.384261672890509,-7.52985861858343
"HHLA1",-0.0470292626718738,5.65965044752128,-0.949975961454061,0.344539671591402,0.384445167609977,-7.53020353744453
"MS4A15",-0.0401706198510414,4.04545225339362,-0.94975031022051,0.344653744760389,0.384551193017797,-7.53041784723924
"WWOX",-0.0507853644552085,5.81308877438298,-0.948710179633764,0.34517987700927,0.385116940722946,-7.53140505410935
"EGF",0.0875823258041688,4.45675763917021,0.948345771949682,0.345364329397866,0.385301434980771,-7.53175066901108
"LINC02158",-0.0529449371906239,3.85706159201064,-0.948066297298154,0.345505834441063,0.385434349111209,-7.53201564266897
"ACSM2B",-0.0354147779250003,3.97247674142553,-0.948035044745641,0.345521660727796,0.385434349111209,-7.53204526886858
"CHRNA2",-0.0636085458604159,5.84970970385106,-0.94769818670006,0.345692275376073,0.385603359893626,-7.53236453631474
"ANO9",-0.123018461397916,7.44816637094681,-0.947538646445459,0.345773099673612,0.385672200647279,-7.53251570658753
"SCN9A",-0.0858581545343782,4.23069033555319,-0.947500302703188,0.34579252672618,0.385672555642931,-7.53255203497467
"ANAPC13",0.0730499413958441,10.6857873220213,0.947418293498632,0.345834079479556,0.385697586679333,-7.53262972891631
"SLC18A3",-0.0563568934843763,4.80131180538298,-0.947277131593264,0.345905611530939,0.385756048045582,-7.53276344753333
"CHORDC1",0.15181248442396,7.63165330651064,0.947236980443654,0.345925959379161,0.385757425169877,-7.53280147799238
"HOXA-AS2",-0.0600988602864598,4.85090014912766,-0.946305823773865,0.34639806939987,0.386262554403181,-7.53368300942273
"SLC16A11",-0.0618785634770829,4.4130112591383,-0.946115618733029,0.346494557377963,0.386348801257357,-7.53386297300157
"FLOT1",-0.0590365369583328,5.76585450165957,-0.945881529360162,0.346613331039696,0.386459886221091,-7.5340844092615
"LINC00842",-0.0528978404041682,4.03541541444681,-0.945666984052349,0.346722211442242,0.386559928936573,-7.53428731063872
"POPDC2",-0.0726882258249999,5.38426014068085,-0.945579812850075,0.346766456601294,0.386587902871405,-7.53436973792983
"TRPM6",-0.0582974023166667,4.32718399931915,-0.945447020887541,0.346833864335392,0.386641694773886,-7.53449528894015
"SMIM10L1",0.0895376428937524,9.03398726938298,0.944835346249586,0.347144471452427,0.386966578334494,-7.53507338643101
"ZNF485",0.0491485445562514,4.05111172555319,0.944692394257912,0.347217088093766,0.387026149499999,-7.53520843831601
"FBXW9",0.0802344526614558,6.68390714188298,0.944474198674424,0.347327945846353,0.387128337255188,-7.53541453686313
"DMRTA1",-0.0615717607041679,4.46007604501064,-0.943397985508505,0.347875067777414,0.387716742666715,-7.53643039989707
"MIR548XHG",0.0315705573104155,3.78165143843617,0.941726758599856,0.348725783833833,0.388631435932224,-7.53800565738991
"RNF17",-0.0323239885645821,3.88788591246809,-0.941710084816206,0.348734278163232,0.388631435932224,-7.53802135987869
"TNNI3K",0.0642616837093755,4.20990702688298,0.941277088526836,0.348954911514813,0.388855840277356,-7.53842903736446
"BCAS1",-0.0485364488197915,5.32335926094681,-0.940700564001158,0.349248819478881,0.389161868466971,-7.53897156486553
"PAPOLG",-0.109727553727086,7.08268606855319,-0.940559831825811,0.349320587946896,0.389220350366137,-7.5391039486793
"LINC01191",-0.0508397268593761,5.28183967011702,-0.940395684096822,0.349404309542537,0.389292143499698,-7.53925833445377
"LPO",0.166699841892709,4.71704807034043,0.940101931787006,0.349554166711372,0.389437610219454,-7.53953455114022
"DLEU1",0.121012412751039,8.10431133080851,0.939504494476954,0.349859076037438,0.389755794649424,-7.54009606295876
"FAM189A1",0.0478641745583355,4.41263845726596,0.93931278325062,0.349956954496244,0.389843316734611,-7.5402761718279
"LOC286178",0.0445116159447929,4.57566433029787,0.938323167340043,0.350462485091604,0.390384918406305,-7.54120532242269
"CMYA5",-0.146974686188543,6.63672675168085,-0.938248494569231,0.350500649648137,0.39040588365609,-7.54127539369579
"CABP2",0.0564441207343744,4.91098986035106,0.937832557663294,0.350713280109854,0.390621165082345,-7.54166559950698
"FAM13B",0.114870954002084,8.92020814829787,0.937038256768748,0.351119564207747,0.391052100452763,-7.54241029072943
"SPATA1",0.039397862831251,3.88090199147872,0.936919668176882,0.351180248138768,0.391098104518278,-7.54252141948999
"PHACTR3",0.0955034268333312,4.52586986407447,0.936454990677509,0.35141809709117,0.391341395585471,-7.5429567333451
"MDS2",0.0309959623718732,3.88545494624468,0.935590928502275,0.351860649907573,0.3918126067357,-7.54376563057678
"GUCY1A2",0.198818790585418,7.74677350928723,0.935535032047795,0.351889291130695,0.391822882207371,-7.54381793314997
"ANKRD9",0.0812968260822924,6.76074449104255,0.935160897273967,0.35208103559792,0.392014759280235,-7.54416793381903
"SOX6",0.159819640620834,7.54010219459574,0.935029245899041,0.35214852304737,0.392068272322654,-7.54429106014207
"ZNF518A",0.0517125874666648,5.9243417697766,0.933942397597361,0.352705983689613,0.3926672661927,-7.54530687968764
"LINC00652",0.0634836109520807,4.85243615468085,0.933077921375715,0.353149791170584,0.393139670998119,-7.546114031637
"NR6A1",-0.0558170731458327,5.01272490929787,-0.932929987422048,0.353225773897918,0.393202569884821,-7.54625208240976
"CCR8",0.0521573317635387,4.84162766864894,0.932803691545006,0.353290651055908,0.393253100058536,-7.54636992369879
"COPG2",-0.114436427871873,7.13530357645745,-0.932666236860156,0.353361269100324,0.393310014572979,-7.54649815899433
"LOC105377276",0.0364150707916648,3.81067190897872,0.932055957067068,0.35367491293326,0.393637408609904,-7.54706728191467
"UBE2V2",0.0877431155052086,5.31011765079787,0.931174783769826,0.354128093566787,0.394120061343174,-7.54788838414334
"LINC01428",0.0408937235572937,4.08207094197872,0.93092344809138,0.354257421849515,0.394242255469165,-7.54812244607607
"SOX18",0.0933213751291664,4.74743614753192,0.930699200792935,0.354372837010004,0.394348953485853,-7.54833122898362
"ACR",-0.0480284692656259,5.02141514089362,-0.929717866810237,0.354878191833144,0.39488954381786,-7.54924430790624
"MAPK3",0.067167615795837,9.02863007406383,0.928704575738256,0.355400488249782,0.395430916196317,-7.55018612864373
"KRTAP5-9",0.0486439335239597,5.59506992874468,0.928697968868509,0.355403895347628,0.395430916196317,-7.55019226620272
"FER1L4",-0.0692260249270857,5.43474983888298,-0.92782558650994,0.355853958242061,0.395909841750704,-7.55100230336624
"MYL7",-0.0434734962562491,5.43016968457447,-0.927036548027141,0.356261338283595,0.396341229774987,-7.55173430901406
"CYMP-AS1",-0.0671586065916649,5.5637689072766,-0.926332565828285,0.356625055818971,0.396723998324108,-7.55238689012722
"CENPB",-0.120416054281249,7.62015262915957,-0.926134220777848,0.356727575141509,0.396816173340007,-7.5525706651557
"KAT7",0.0825631283385402,8.17351757340426,0.926071166419743,0.356760170226565,0.396830560247053,-7.55262907957361
"DDX60L",-0.108986525195833,6.42851585248936,-0.925108495479314,0.357258046459165,0.397362457383738,-7.55352042604323
"ADRB3",-0.0414311402197907,5.51931588012766,-0.924656804257162,0.357491806231398,0.397600546931631,-7.55393833756359
"GTF3C4",-0.0778562153510407,7.14133805168085,-0.924221904334362,0.357716968565202,0.397829048740989,-7.55434052411273
"CEMIP2",0.0915972091572943,6.74634035146808,0.923498766500912,0.358091562067172,0.398223703631149,-7.55500885580302
"AKR7A2",-0.0920097601479206,9.70062171971277,-0.923421908160185,0.358131390284022,0.39824605234724,-7.5550798588947
"LOC101927623",0.0703347516281232,5.14177011182979,0.923014560724991,0.358342526181009,0.398458884133729,-7.55545607674668
"PITRM1",-0.100252294952087,8.65578326843617,-0.922416935351577,0.358652430655911,0.398781512115924,-7.55600773639211
"LOC101928651",-0.0364439066156259,3.98020184498936,-0.921965960737144,0.358886401254469,0.399019679200074,-7.55642379243852
"PPP1R1A",0.194646825263542,7.22848395291489,0.920676183367321,0.359556089861041,0.399742236513462,-7.55761260038471
"POU6F2",-0.0430703906718755,4.12289221230851,-0.920581604723147,0.359605229112705,0.399774846553661,-7.55769971066759
"GIP",-0.044782554429168,4.28212495695745,-0.919820286334014,0.360000935545768,0.400192712167891,-7.55840059171133
"LOC105371967",-0.0325502221781253,3.89735069879787,-0.918842561115844,0.360509529854371,0.400736015919522,-7.55929986462061
"ACLY",-0.121058693112499,8.46254342719149,-0.91878105273135,0.360541540670176,0.400749527224704,-7.55935640618477
"NFIA-AS2",0.0315327137218748,3.83938987561702,0.918722090548604,0.36057222806696,0.400761566114624,-7.55941060366322
"LINC02523",-0.0463317764895841,4.28175788247872,-0.918607570321209,0.360631835904018,0.400805745817775,-7.55951585980591
"SERPINA6",-0.0394648772250008,4.57476096554255,-0.918257404340974,0.360814136441789,0.400986273652587,-7.55983761923772
"PROSER1",-0.138647646833333,7.76272921851064,-0.918019941855486,0.360937795625535,0.401101614861258,-7.56005574945951
"NXPE3",0.0949640186395859,5.30058285861702,0.917953224894183,0.360972543509558,0.40111814378976,-7.56011702489576
"LOC101928597",-0.042956599669794,5.17413434411702,-0.917302396984538,0.361311622994724,0.401472830153188,-7.56071454090982
"EID2",0.0958927572020762,8.03724570947872,0.917050801085156,0.361442758102213,0.401596431972307,-7.56094541601205
"LINC00427",-0.0461358622437515,4.49649334048936,-0.916572766595823,0.361691999499115,0.401851240002787,-7.56138390938648
"LINC01990",0.0295650256739597,3.70185228035106,0.91610186351894,0.361937629640253,0.402102007983114,-7.56181564161683
"SP140L",-0.132756178555208,5.65388116026596,-0.91552239605926,0.362240034298314,0.402410396600381,-7.56234660844425
"TMA7",0.0380635104479143,11.8764136030851,0.915493553024958,0.362255090711605,0.402410396600381,-7.56237302873272
"SERPINA10",0.0501045969645819,4.49447608278723,0.913757836685806,0.363161888696635,0.403395509056917,-7.56396144367155
"IL13",-0.0442580583812493,5.39176885453191,-0.913500134454575,0.363296644151771,0.403522985466688,-7.56419702352534
"PRKCB",0.191120760759379,7.40301667611702,0.913262332256673,0.363421021846069,0.403638921633238,-7.56441435373842
"GLA",-0.0676959920302087,7.99642485995745,-0.911911351432777,0.364128138954086,0.404402037556283,-7.56564797582477
"VSX1",-0.0555499701479159,4.38848699140426,-0.911785911211019,0.364193839949435,0.404452749625809,-7.56576242810172
"RLBP1",0.0443231120125009,4.94399949623404,0.911480886095453,0.364353632346169,0.404586689125718,-7.56604066997298
"GNA14-AS1",0.0444905233937485,4.51171442961702,0.91147915555479,0.364354539045189,0.404586689125718,-7.56604224829963
"EPX",-0.050100182596875,4.70743583681915,-0.910490688270678,0.364872670447821,0.405139742952543,-7.56694329130146
"ERICH5",-0.0345960073125009,3.85430714288298,-0.910403613725038,0.364918335284884,0.405168157171021,-7.56702261855919
"EIF2S1",-0.0898919923854198,9.54321991297872,-0.91005601991263,0.36510066137128,0.405342239920864,-7.56733921160902
"LPCAT4",0.0674934602135444,7.02059423547872,0.910028133840232,0.365115291173825,0.405342239920864,-7.56736460546541
"ARMC1",0.0982471166604117,9.25882708767021,0.909607122837203,0.365336210350631,0.405565190776458,-7.56774789722789
"CD5",-0.0546265885875021,5.93975849305319,-0.909564308752049,0.365358681145125,0.405567828707077,-7.56778686574778
"NRAP",0.0878558936249965,4.3051252633617,0.90933040405979,0.365481460527328,0.405681434023367,-7.56799972927469
"RHBG",0.0705406527322925,6.20230162351064,0.909292758424353,0.365501223617941,0.405681434023367,-7.56803398342758
"CATSPERD",-0.0239640385604161,3.90403062768085,-0.909186472580959,0.365557024893042,0.405721057652805,-7.56813068649387
"BLK",-0.058524381105209,4.69014273970213,-0.908810220550211,0.365754604894404,0.405918024336509,-7.56847292621417
