AHR_A	0.00236353182225204
AR_A	0.00259366394270546
ARID2_A	0.00273798990729308
ARID3A_A	0.00205725170740802
ARID3B_A	0.00184219246495847
ARID5A_A	0.00322018876256034
ARID5B_A	0.00242667326227046
ARNT_A	0.00238252817074288
ARNT2_A	0.00253990558480227
ARNTL_A	0.00288242958068669
ATF1_A	0.00246018924164324
ATF2_A	0.00219484263089086
ATF4_A	0.00221250008612835
ATF5_A	0.00278514429580884
ATF6_A	0.00265724228882229
ATF7_A	0.00274102019667979
ATOH8_A	0.00256934529948129
BACH1_A	0.00274015433697815
BATF3_A	0.00268232577033686
BBX_A	0.00257421646997709
BCL11A_A	0.00297944668836556
BCL6_A	0.00300726755398891
BHLHE40_A	0.00214759875724978
BHLHE41_A	0.00269467388363632
BPTF_A	0.00298315363108036
BRCA1_A	0.00282077969042743
CBFB_A	0.0023644009960265
CDC5L_A	0.0022706003180358
CEBPB_A	0.00276802974487627
CEBPD_A	0.00269841365450542
CEBPG_A	0.00208849409295716
CEBPZ_A	0.00256377156988023
CENPB_A	0.00254888121743303
CIC_A	0.00266590235677724
CLOCK_A	0.00263966636048615
CPEB1_A	0.00218455761307917
CREB1_A	0.00296291466552682
CREB3_A	0.00293681312031029
CREB3L1_A	0.00300228305961587
CREB3L2_A	0.00170493542939362
CREB5_A	0.00296552143783798
CREM_A	0.00214619904951249
CTCF_A	0.00242433828867152
CUX1_A	0.00199289532715942
CXXC1_A	0.00347486616250672
DDIT3_A	0.00302898120681486
DLX1_A	0.00274354023249763
DLX2_A	0.0023946369857113
DNMT1_A	0.00308979314841036
E2F2_A	0.00191516290576807
E2F3_A	0.00212529098129033
E2F4_A	0.00283542467873682
E2F5_A	0.00333000977030286
E2F6_A	0.00222359347235725
E2F7_A	0.00281508256582723
E2F8_A	0.00309646125965825
E4F1_A	0.00294446958635623
EBF1_A	0.00276267986609839
EGR1_A	0.00242189526138822
EGR3_A	0.00262037348606942
ELF1_A	0.00308234170891485
ELF2_A	0.00206321456852725
ELF4_A	0.0028082840900054
ELK1_A	0.002668512632197
ELK3_A	0.00232590577562697
ELK4_A	0.00252623858886435
ENO1_A	0.00182584906829298
EPAS1_A	0.00299974790566636
ERF_A	0.00245450428480434
ESRRA_A	0.00223065180987478
ETS1_A	0.0025025042402414
ETS2_A	0.00288486949087549
ETV1_A	0.00222705458802334
ETV3_A	0.00280565334987209
ETV4_A	0.0015724021954976
ETV5_A	0.00207656467823899
ETV6_A	0.00312380571974481
FLI1_A	0.00216850713224138
FOS_A	0.00221748903154425
FOSB_A	0.00296630347403986
FOSL1_A	0.00272697491071734
